City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,northwest harborcreek,42.1494,-79.9946,9.95,93,100,4.12,US,1696996552
286,nanpara,27.8667,81.5,28.1,59,0,1.24,IN,1696996552
287,rawson,-43.3002,-65.1023,6.08,46,7,1.37,AR,1696996552
288,punta alta,-38.8759,-62.0736,10.04,67,54,8.54,AR,1696996552
289,cockburn town,21.4612,-71.1419,29.24,78,65,7.43,TC,1696996552
290,knyaze-volkonskoye,48.4642,135.4567,17.19,36,2,5.81,RU,1696996552
291,new norfolk,-42.7826,147.0587,21.51,23,26,0.75,AU,1696996547
292,kone,-21.0595,164.8658,22.26,69,97,2.47,NC,1696996552
293,poronaysk,49.2167,143.1167,12.94,39,1,2.72,RU,1696996552
294,khark,29.2614,50.3306,27.01,94,0,0.0,IR,1696996552
295,lejanias,3.5251,-74.0216,20.7,79,70,2.65,CO,1696996553
296,barra de santo antonio,-9.4047,-35.5072,22.6,81,76,1.7,BR,1696996553
297,turpan,42.9333,89.1667,26.33,17,100,1.22,CN,1696996553
298,kuching,1.55,110.3333,32.12,66,40,1.03,MY,1696996463
299,tandalti,13.0167,31.8667,31.53,34,68,2.57,SD,1696996553
300,flying fish cove,-10.4217,105.6791,26.82,83,100,5.14,CX,1696996553
301,vilyuchinsk,52.9306,158.4028,10.15,53,10,5.61,RU,1696996553
302,machakos,-1.5167,37.2667,15.97,84,79,1.1,KE,1696996553
303,kiffa,16.6166,-11.4045,32.69,33,83,3.4,MR,1696996553
304,yarmouth,41.7057,-70.2286,14.42,91,0,1.79,US,1696996554
305,praia da vitoria,38.7333,-27.0667,20.98,83,20,8.3,PT,1696996554
306,yaren,-0.5472,166.916,29.02,68,50,4.19,NR,1696996554
307,kuloy,61.0305,42.4925,1.72,96,84,1.82,RU,1696996554
308,kavieng,-2.5744,150.7967,29.13,74,77,4.67,PG,1696996554
309,kerikeri,-35.2268,173.9474,18.28,69,37,2.24,NZ,1696996554
310,aykhal,66.0,111.5,5.59,92,100,13.41,RU,1696996554
311,isangel,-19.55,169.2667,27.06,57,75,4.63,VU,1696996367
312,pathein,16.7833,94.7333,29.1,75,46,2.8,MM,1696996554
313,urucara,-2.5364,-57.76,27.66,40,28,0.26,BR,1696996555
314,alto barinas,8.5931,-70.2261,23.37,91,87,2.42,VE,1696996555
315,nuku'alofa,-21.1333,-175.2,24.19,60,40,3.6,TO,1696996555
316,huamachuco,-7.8,-78.0667,10.0,81,3,1.93,PE,1696996555
317,garhwa,24.1833,83.8167,28.86,60,0,2.62,IN,1696996555
318,kirensk,57.7853,108.1119,11.68,71,80,3.58,RU,1696996555
319,noosa heads,-26.3833,153.15,26.3,62,6,4.71,AU,1696996555
320,cadale,2.7603,46.3222,26.4,82,44,5.66,SO,1696996555
321,klaksvik,62.2266,-6.589,5.51,87,68,15.31,FO,1696996555
322,sinan,34.8262,126.1086,23.06,58,5,1.14,KR,1696996555
323,timbuktu,16.7735,-3.0074,32.31,19,56,2.91,ML,1696996556
324,puerto san jose,13.9256,-90.8244,26.11,88,100,1.7,GT,1696996556
325,usogorsk,63.4106,48.6872,2.59,71,100,2.1,RU,1696996556
326,anastacio,-20.4836,-55.8069,28.08,51,39,1.61,BR,1696996449
327,nova sintra,14.8667,-24.7167,23.78,77,100,2.99,CV,1696996556
328,santa ana,33.7456,-117.8678,20.86,83,100,3.09,US,1696996318
329,nuuk,64.1835,-51.7216,-0.66,100,100,0.0,GL,1696996556
330,weno,7.4515,151.8468,31.97,74,100,3.6,FM,1696996556
331,lazaro cardenas,17.9583,-102.2,24.05,93,100,0.18,MX,1696996406
332,anton lizardo,19.05,-95.9833,26.57,85,100,1.42,MX,1696996556
333,imamoglu,37.2651,35.6572,19.57,62,0,1.57,TR,1696996557
334,mezhdurechenskiy,59.6,65.9333,6.84,55,100,6.26,RU,1696996557
335,natal,-5.795,-35.2094,26.12,78,20,4.63,BR,1696996434
336,jiangzi,28.95,89.6333,6.74,35,31,3.38,CN,1696996557
337,nuevo casas grandes,30.4167,-107.9167,19.43,40,27,2.51,MX,1696996557
338,waingapu,-9.6567,120.2641,31.61,49,6,5.3,ID,1696996557
339,yeppoon,-23.1333,150.7333,28.88,59,0,6.04,AU,1696996557
340,minab,27.1467,57.0801,30.6,56,0,0.36,IR,1696996557
341,hsinchu,24.8036,120.9686,27.99,59,13,4.02,TW,1696996557
342,rosetta,31.4044,30.4164,23.02,67,87,4.21,EG,1696996558
343,pandan,14.0453,124.1694,29.81,69,100,3.41,PH,1696996558
344,fasa,28.9383,53.6482,12.58,30,0,2.06,IR,1696996558
345,camana,-16.6228,-72.7111,17.79,91,72,4.18,PE,1696996558
346,vol'sk,52.0333,47.3833,2.62,70,26,1.74,RU,1696996558
347,lihue,21.9789,-159.3672,27.58,74,40,6.17,US,1696996558
348,port shepstone,-30.7414,30.455,18.29,83,93,2.08,ZA,1696996558
349,zeya,53.75,127.2667,13.05,50,18,3.76,RU,1696996558
350,arraial do cabo,-22.9661,-42.0278,21.71,86,84,2.15,BR,1696996336
351,priozersk,61.0393,30.1291,7.22,88,100,6.4,RU,1696996559
352,atyashevo,54.5644,46.0691,1.37,95,100,4.98,RU,1696996559
353,telerghma,36.1165,6.3543,14.67,54,0,1.54,DZ,1696996559
354,namdrik,5.5994,168.1028,29.25,73,62,4.27,MH,1696996559
355,happy valley-goose bay,53.3168,-60.3315,11.17,87,100,1.54,CA,1696996559
356,cholet,47.1667,-1.0,15.18,80,0,2.15,FR,1696996559
357,koungheul,13.9833,-14.8,24.95,87,98,3.64,SN,1696996559
358,kokopo,-4.352,152.2633,30.42,67,87,4.15,PG,1696996559
359,noumea,-22.2763,166.4572,22.99,78,95,6.59,NC,1696996559
360,ostersund,63.1792,14.6357,7.25,100,100,2.57,SE,1696996560
361,ilha de mocambique,-15.0342,40.7358,24.28,82,91,2.03,MZ,1696996560
362,yemel'yanovo,56.1681,92.6767,14.71,59,0,1.0,RU,1696996560
363,lluta,-16.0147,-72.0142,11.42,54,15,0.44,PE,1696996560
364,badger,64.8,-147.5333,-2.02,86,75,3.09,US,1696996560
365,bouar,5.934,15.596,18.03,95,97,0.53,CF,1696996560
366,alice springs,-23.7,133.8833,30.75,10,0,2.06,AU,1696996560
367,imbituba,-28.24,-48.6703,17.02,95,20,5.67,BR,1696996384
368,port saint john's,-31.6229,29.5448,19.56,91,98,2.7,ZA,1696996560
369,kigonsera,-10.8,35.05,16.97,78,51,2.06,TZ,1696996561
370,uliastay,47.7417,96.8444,9.27,53,15,0.95,MN,1696996561
371,palmer,42.1584,-72.3287,10.23,84,20,0.0,US,1696996561
372,xiaolingwei,32.0333,118.85,21.99,51,0,2.98,CN,1696996561
373,lodwar,3.1191,35.5973,27.68,49,84,4.74,KE,1696996561
374,la ronge,55.1001,-105.2842,10.14,66,0,3.6,CA,1696996561
375,bantay,17.5847,120.3892,31.65,65,70,2.85,PH,1696996561
376,az zawiyah,32.0963,35.0398,20.06,78,20,1.54,PS,1696996561
377,khor,47.8861,134.9464,14.89,44,0,6.0,RU,1696996561
378,viedma,-40.8135,-62.9967,5.43,64,24,3.56,AR,1696996561
379,codrington,-38.2667,141.9667,27.91,28,59,8.76,AU,1696996562
380,bonanza,14.0289,-84.591,23.63,98,93,1.07,NI,1696996562
381,richards bay,-28.783,32.0377,22.08,83,100,5.56,ZA,1696996562
382,gumdag,39.2061,54.5906,17.31,31,67,9.26,TM,1696996562
383,savanna-la-mar,18.219,-78.1332,28.97,83,45,2.39,JM,1696996562
384,kayangel,8.0823,134.7173,28.26,83,100,11.44,PW,1696996562
385,veraval,20.9,70.3667,27.26,71,6,4.05,IN,1696996562
386,cabo san lucas,22.8909,-109.9124,27.64,85,40,1.54,MX,1696996353
387,norfolk,42.1668,-71.2495,11.95,91,35,1.35,US,1696996562
388,vila velha,-20.3297,-40.2925,22.97,90,75,3.6,BR,1696996387
389,al majaridah,19.1236,41.9111,30.06,39,0,1.47,SA,1696996563
390,belmonte,-15.8631,-38.8828,23.15,87,3,3.02,BR,1696996563
391,jiazi,22.8779,116.067,25.74,74,72,7.39,CN,1696996563
392,twon-brass,4.3151,6.2418,26.33,82,95,2.49,NG,1696996563
393,valderice,38.0401,12.6151,18.55,88,0,1.03,IT,1696996563
394,road town,18.4167,-64.6167,27.05,68,8,6.64,VG,1696996309
395,mana,5.6592,-53.7767,25.8,85,0,3.66,GF,1696996563
396,nacala,-14.5428,40.6728,23.47,84,57,1.4,MZ,1696996563
397,magadan,59.5667,150.8,0.85,87,98,2.68,RU,1696996563
398,hammerfest,70.6634,23.6821,-0.75,69,22,3.09,NO,1696996564
399,kamina,-8.7386,24.9906,17.15,89,100,1.27,CD,1696996564
400,tumayr,25.7039,45.868,27.19,18,0,3.35,SA,1696996564
401,west bay,19.3667,-81.4167,28.04,93,75,2.24,KY,1696996564
402,westport,41.1415,-73.3579,12.51,84,0,0.89,US,1696996564
403,tome,-36.6167,-72.95,10.34,75,5,3.88,CL,1696996564
404,salyan,39.5936,48.9805,14.45,78,100,4.36,AZ,1696996564
405,asheboro,35.7079,-79.8136,16.14,79,40,1.54,US,1696996565
406,san patricio,28.017,-97.5169,22.13,90,100,2.78,US,1696996565
407,canyon lake,29.8752,-98.2625,19.95,90,100,0.45,US,1696996565
408,siocon,7.7061,122.1353,28.55,77,98,3.01,PH,1696996565
409,brookings,44.3114,-96.7984,7.32,61,0,3.09,US,1696996565
410,mar''ina horka,53.509,28.147,1.12,87,80,3.54,BY,1696996565
411,altamira,-3.2033,-52.2064,26.87,54,24,1.59,BR,1696996565
412,lepsy,46.235,78.9456,20.62,29,96,5.27,KZ,1696996565
413,leninskoye,41.7589,69.3864,23.12,17,2,1.0,KZ,1696996565
414,san jose del guaviare,2.5729,-72.6459,23.01,97,88,0.66,CO,1696996565
415,misratah,32.3754,15.0925,22.65,70,0,1.86,LY,1696996566
416,la'ie,21.6477,-157.9253,27.98,72,67,2.24,US,1696996566
417,santa barbara,34.7333,-120.0343,15.05,73,75,2.06,US,1696996566
418,ciudad madero,22.2667,-97.8333,25.03,83,89,2.76,MX,1696996566
419,yilan,24.757,121.753,26.92,91,100,0.7,TW,1696996566
420,dwarka,22.2394,68.9678,27.39,68,100,2.42,IN,1696996566
421,sterling,39.0062,-77.4286,13.42,83,75,1.54,US,1696996515
422,sidareja,-7.4846,108.7923,32.79,41,87,3.97,ID,1696996566
423,aki,33.5,133.9,23.97,46,100,1.3,JP,1696996566
424,vyyezdnoye,55.3815,43.7864,0.56,93,93,3.63,RU,1696996566
425,shevchenkove,49.6959,37.1735,-1.08,80,0,3.14,UA,1696996567
426,oulad teima,30.3947,-9.209,17.6,22,64,2.16,MA,1696996567
427,bagneres-de-bigorre,43.0667,0.15,13.33,82,0,2.06,FR,1696996567
428,muravlenko,63.7898,74.523,2.58,83,100,5.44,RU,1696996567
429,selkirk,50.1436,-96.8845,6.71,67,100,2.58,CA,1696996567
430,watford city,47.8022,-103.2832,11.2,66,0,5.14,US,1696996515
431,elgin,42.0373,-88.2812,11.95,68,0,2.06,US,1696996061
432,karratha,-20.7377,116.8463,34.32,28,0,4.93,AU,1696996465
433,kawalu,-7.3817,108.2082,32.82,33,77,3.03,ID,1696996567
434,kismayo,-0.3582,42.5454,26.28,80,96,5.71,SO,1696996567
435,taguatinga,-12.3857,-46.5711,29.34,37,66,1.81,BR,1696996567
436,krasnyy chikoy,50.3643,108.7512,12.24,54,3,0.67,RU,1696996568
437,kirando,-7.4167,30.6,24.63,55,89,2.04,TZ,1696996568
438,cabugao,17.7931,120.4578,32.92,68,69,3.55,PH,1696996568
439,usinsk,65.9939,57.5281,2.26,76,100,10.73,RU,1696996568
440,marsa alam,25.0757,34.8918,26.53,63,0,4.67,EG,1696996367
441,roma,43.2128,-75.4557,9.93,84,100,0.0,US,1696996568
442,chernushka,56.5072,56.0766,3.4,96,100,3.4,RU,1696996568
443,wotho,10.1657,166.0102,28.33,70,46,5.17,MH,1696996568
444,kedougou,12.5579,-12.1743,24.52,87,100,1.0,SN,1696996568
445,karasburg,-28.0167,18.75,12.85,53,49,3.46,NA,1696996568
446,zhicheng,30.2956,111.5047,22.84,47,2,2.5,CN,1696996569
447,yanchep,-31.55,115.6833,21.12,44,21,5.6,AU,1696996569
448,cacoal,-11.4386,-61.4472,25.36,78,100,1.52,BR,1696996569
449,zaragoza,41.6561,-0.8773,17.23,44,0,0.0,ES,1696996367
450,erenhot,43.6475,111.9767,13.88,32,19,0.31,CN,1696996569
451,san luis de la loma,17.2706,-100.8939,23.62,94,100,1.67,MX,1696996569
452,kembe,4.6228,21.8865,18.44,98,99,0.65,CF,1696996569
453,ola,59.5833,151.2833,1.19,79,99,1.46,RU,1696996569
454,acarau,-2.8856,-40.12,25.75,78,9,7.38,BR,1696996308
455,madalena,41.2162,-8.3345,21.42,74,94,1.27,PT,1696996570
456,piui,-20.4653,-45.9581,21.62,80,4,2.23,BR,1696996570
457,plouzane,48.3833,-4.6167,16.03,97,100,6.17,FR,1696996570
458,viqueque,-8.8673,126.3658,31.71,47,72,4.31,TL,1696996570
459,lubumbashi,-11.6609,27.4794,18.73,52,12,2.21,CD,1696996570
460,marka,1.7159,44.7717,26.33,82,47,5.93,SO,1696996570
461,lillehammer,61.1146,10.4674,5.78,99,100,1.06,NO,1696996570
462,maputo,-25.9653,32.5892,21.82,88,75,3.13,MZ,1696996525
463,lodja,-3.4833,23.4333,19.65,99,100,0.17,CD,1696996570
464,puerto lempira,15.2667,-83.7667,26.39,91,41,3.77,HN,1696996571
465,urbana,40.1106,-88.2073,9.47,80,0,1.54,US,1696996571
466,macheng,31.1783,115.0319,24.11,39,0,1.25,CN,1696996571
467,khandud,36.9513,72.318,7.63,28,10,0.49,AF,1696996571
468,touros,-5.1989,-35.4608,25.39,77,13,6.1,BR,1696996571
469,katsuren-haebaru,26.3369,127.8719,29.43,56,40,6.69,JP,1696996571
470,breckenridge,32.7557,-98.9023,24.11,60,0,3.6,US,1696996571
471,mar'yinka,47.9453,37.5054,4.74,77,2,3.3,UA,1696996572
472,nizhniy odes,63.6445,54.856,0.22,88,100,1.17,RU,1696996572
473,zalari,53.5584,102.5065,14.13,49,4,4.85,RU,1696996572
474,dingcheng,32.1272,115.0394,21.78,48,3,3.75,CN,1696996572
475,hachinohe,40.5,141.5,17.72,50,34,3.49,JP,1696996572
476,acacias,3.987,-73.758,20.96,82,63,2.47,CO,1696996391
477,adrar,20.5022,-10.0711,27.43,16,0,4.02,MR,1696996572
478,colonia menno,-22.3667,-59.8167,31.56,39,26,6.29,PY,1696996573
479,bubaque,11.2833,-15.8333,26.72,81,100,3.89,GW,1696996573
480,tevriz,57.509,72.4042,5.19,74,100,1.67,RU,1696996573
481,stepnogorsk,52.3544,71.8869,7.91,50,64,6.9,KZ,1696996573
482,barakani,-12.1356,44.4317,24.92,80,92,2.38,KM,1696996573
483,naze,28.3667,129.4833,25.51,61,80,7.26,JP,1696996573
484,saudarkrokur,65.7461,-19.6394,2.23,92,100,11.7,IS,1696996573
485,chibougamau,49.9168,-74.3659,6.79,93,100,3.09,CA,1696996573
486,corner brook,48.9667,-57.9484,13.09,97,100,1.28,CA,1696996573
487,geraldton,-28.7667,114.6,22.23,33,0,7.72,AU,1696996574
488,san antonio de pale,-1.4014,5.6325,25.47,85,100,6.61,GQ,1696996574
489,kenai,60.5544,-151.2583,5.05,76,100,2.06,US,1696996574
490,tual,-5.6667,132.75,26.31,82,98,5.19,ID,1696996574
491,revda,56.801,59.9303,2.73,96,100,2.71,RU,1696996574
492,xiangtan,27.85,112.9,23.18,52,41,2.77,CN,1696996574
493,bay roberts,47.5999,-53.2648,11.25,95,90,0.89,CA,1696996574
494,tadine,-21.55,167.8833,22.43,63,100,4.68,NC,1696996574
495,katsuura,35.1333,140.3,21.72,52,99,7.55,JP,1696996574
496,dongcun,36.7767,121.1597,22.09,39,0,1.9,CN,1696996575
497,kabwe,-14.4469,28.4464,19.1,65,10,2.61,ZM,1696996500
498,lufilufi,-13.8745,-171.5986,29.88,82,48,9.68,WS,1696996575
499,taro,-8.3862,115.28,27.0,42,11,2.11,ID,1696996575
500,chuncheon,37.8747,127.7342,21.97,40,38,1.12,KR,1696996575
501,kremenets,50.0969,25.7246,3.41,62,38,4.5,UA,1696996575
502,kirksville,40.1948,-92.5833,10.59,76,75,0.0,US,1696996559
503,balqash,46.8481,74.995,15.33,77,0,5.0,KZ,1696996576
504,summerland,49.5998,-119.6691,13.47,58,75,5.66,CA,1696996576
505,tomatlan,19.9333,-105.25,23.11,91,100,7.38,MX,1696996576
506,ginir,7.1333,40.7,15.12,87,32,1.13,ET,1696996576
507,santo antonio do ica,-3.1022,-67.9397,25.7,76,71,1.45,BR,1696996576
508,kununurra,-15.7667,128.7333,38.99,18,54,4.63,AU,1696996576
509,ad dabbah,18.05,30.95,27.97,32,3,4.7,SD,1696996576
510,tinogasta,-28.0632,-67.5649,18.69,31,0,0.37,AR,1696996576
511,prince rupert,54.3161,-130.3201,11.83,92,100,1.03,CA,1696996577
512,oruro,-17.9833,-67.15,10.72,62,15,3.43,BO,1696996577
513,ebon,4.582,168.6964,29.26,72,88,2.6,MH,1696996577
514,amahai,-3.3333,128.9167,27.86,70,74,3.04,ID,1696996577
515,xai-xai,-25.0519,33.6442,19.88,89,45,2.99,MZ,1696996577
516,gornozavodsk,58.3758,58.3211,2.82,97,100,2.2,RU,1696996577
517,monrovia,6.3005,-10.7969,24.87,88,80,1.7,LR,1696996577
518,saint-joseph,-21.3667,55.6167,25.26,67,49,1.39,RE,1696996577
519,mariental,-24.6333,17.9667,22.97,18,99,2.26,NA,1696996577
520,villamontes,-21.25,-63.5,27.9,48,12,1.85,BO,1696996578
521,sassandra,4.95,-6.0833,23.75,95,98,1.67,CI,1696996578
522,monteagudo,-19.8167,-63.9833,19.53,74,7,0.82,BO,1696996578
523,coracora,-15.0333,-73.7833,13.25,61,79,0.8,PE,1696996578
524,kidal,18.4411,1.4078,27.24,17,7,4.3,ML,1696996578
525,san fernando,15.0286,120.6898,30.85,75,99,1.25,PH,1696996377
526,williamson,30.6502,-97.6003,21.64,78,100,1.79,US,1696996578
527,inari,68.906,27.0288,-6.89,81,98,1.37,FI,1696996578
528,riihimaki,60.7377,24.7773,10.75,95,100,6.49,FI,1696996578
529,huanggang,23.677,116.9996,26.94,68,40,3.22,CN,1696996579
530,shenjiamen,29.9576,122.298,21.31,69,99,5.42,CN,1696996579
531,thurso,58.5927,-3.5259,9.36,82,76,13.41,GB,1696996579
532,guangyuan,32.442,105.823,15.66,90,100,0.74,CN,1696996579
533,kasangulu,-4.5911,15.1708,22.16,87,98,1.3,CD,1696996579
534,emerald,-23.5333,148.1667,31.3,24,0,3.67,AU,1696996579
535,verkhnevilyuysk,63.4453,120.3167,11.08,72,100,6.26,RU,1696996579
536,kabalo,-6.05,26.9167,22.77,82,100,1.76,CD,1696996579
537,hadibu,12.65,54.0333,27.52,75,68,0.41,YE,1696996579
538,askiz,53.1319,90.5264,15.76,45,56,2.78,RU,1696996580
539,calama,-22.4667,-68.9333,8.27,21,0,6.69,CL,1696996580
540,kroya,-7.6331,109.2461,29.33,59,97,4.8,ID,1696996580
541,bela,25.9333,81.9833,30.28,43,0,3.66,IN,1696996580
542,mulanje,-16.0316,35.5,21.8,60,47,0.73,MW,1696996580
543,lospalos,-8.5186,127.0025,28.73,51,79,5.27,TL,1696996580
544,mizan teferi,6.9833,35.5833,16.67,95,93,1.21,ET,1696996580
545,okha,53.5739,142.9478,9.26,66,25,8.49,RU,1696996580
546,berea,41.3662,-81.8543,11.64,80,100,1.54,US,1696996580
547,coquimbo,-29.9533,-71.3436,11.85,87,0,1.03,CL,1696996581
548,borogontsy,62.6683,131.1683,4.6,97,100,4.02,RU,1696996581
549,nasiriyah,31.0521,46.261,30.73,18,29,1.35,IQ,1696996581
550,queenstown,-31.8976,26.8753,10.49,90,42,0.36,ZA,1696996206
551,bikenibeu village,1.3673,173.1241,30.98,70,75,2.06,KI,1696996581
552,meraux,29.933,-89.9498,22.99,65,20,2.57,US,1696996462
553,polatli,39.5772,32.1413,9.3,74,69,2.88,TR,1696996581
554,san pedro pochutla,15.7333,-96.4667,25.27,83,94,3.89,MX,1696996365
555,matane,48.8286,-67.522,8.93,87,99,2.73,CA,1696996511
556,gebeit,21.0667,36.3167,24.13,70,1,2.34,SD,1696996581
557,curup,-3.4667,102.5333,29.73,54,63,0.89,ID,1696996581
558,villa gesell,-37.2639,-56.973,12.09,94,99,9.03,AR,1696996449
559,axim,4.8699,-2.2405,24.54,92,100,2.74,GH,1696996582
560,sagaing,21.8787,95.9797,27.42,81,100,1.75,MM,1696996582
561,winsted,41.9212,-73.0601,8.69,93,24,0.66,US,1696996582
562,quincy,42.2529,-71.0023,12.22,89,18,1.79,US,1696996551
563,veinticinco de mayo,-35.4323,-60.1727,11.1,76,100,1.79,AR,1696996582
564,tazacorte,28.629,-17.9293,28.42,25,0,3.58,ES,1696996582
565,novodvinsk,64.4165,40.8122,-0.12,91,24,2.76,RU,1696996582
566,padang,-0.9492,100.3543,28.03,78,77,2.26,ID,1696996582
567,bluefield,37.2698,-81.2223,7.44,91,8,0.45,US,1696996305
568,salisbury,51.0693,-1.7957,16.98,94,100,5.14,GB,1696996582
569,conde,-7.2597,-34.9075,23.7,88,20,2.57,BR,1696996583
570,sarikei,2.1167,111.5167,30.61,53,97,1.61,MY,1696996583
571,aginskoye,51.1,114.53,14.06,43,2,2.78,RU,1696996583
572,peniche,39.3558,-9.3811,16.17,97,93,0.36,PT,1696996583
573,mersa matruh,31.3525,27.2453,23.2,61,0,5.02,EG,1696996583
